id,name,team,team_abbr,team_group,position,price,status,pct_selected,total_points,avg_points,form,last_round_pts,one_to_watch,is_active,first_seen_at,updated_at
1334,Claudio Echeverri,Argentina,ARG,j,MID,5.5,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1425,Jan Kuchta,Czechia,CZE,a,FWD,5.5,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1478,Luis Romo,Mexico,MEX,a,MID,5.5,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1484,Efraín Álvarez,Mexico,MEX,a,MID,5.5,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1510,Ahmed Alaa,Qatar,QAT,b,FWD,5.5,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1524,Hans Vanaken,Belgium,BEL,g,MID,5.5,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1580,Lawrence Shankland,Scotland,SCO,c,FWD,5.5,playing,0.4,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1602,Aleksandar Pavlovic,Germany,GER,e,MID,5.5,playing,0.5,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1674,Ayyoub Bouaddi,Morocco,MAR,c,MID,5.5,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1682,Thelo Aasgaard,Norway,NOR,i,MID,5.5,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1685,Lorenzo Melgarejo,Paraguay,PAR,d,MID,5.5,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1958,Mohammed Abu Al Shamat,Saudi Arabia,KSA,h,MID,5.5,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
2035,Álex Zendejas,USA,USA,d,MID,5.5,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T18:49:27.873457+00:00,2026-05-31T03:31:14.988646+00:00
12,Ibrahim Maza,Algeria,ALG,j,FWD,5.4,playing,0.2,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
81,Aiden O'Neill,Australia,AUS,d,MID,5.4,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
334,Ivan Perisic,Croatia,CRO,l,FWD,5.4,playing,0.4,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1019,Ché Adams,Scotland,SCO,c,FWD,5.4,playing,0.2,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1071,Lyle Foster,South Africa,RSA,a,FWD,5.4,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1240,Facundo Torres,Uruguay,URU,h,FWD,5.4,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1430,Jules Koundé,France,FRA,i,DEF,5.4,playing,7.3,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1579,Ross Stewart,Scotland,SCO,c,FWD,5.4,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1583,Cedric Itten,Switzerland,SUI,b,FWD,5.4,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1970,Promise David,Canada,CAN,b,FWD,5.4,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
13,Anis Hadj Moussa,Algeria,ALG,j,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
23,Ramiz Zerrouki,Algeria,ALG,j,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
43,José Manuel López,Argentina,ARG,j,FWD,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
80,Connor Metcalfe,Australia,AUS,d,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
104,Alessandro Schöpf,Austria,AUT,j,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
135,Nicolas Raskin,Belgium,BEL,g,MID,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
161,Benjamin Tahirovic,Bosnia and Herzegovina,BIH,b,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
242,Mathieu Choinière,Canada,CAN,b,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
266,Gustavo Puerta,Colombia,COL,k,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
294,Noah Sadiki,Congo DR,COD,k,MID,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
295,Charles Pickel,Congo DR,COD,k,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
312,Evann Guessand,Côte d'Ivoire,CIV,e,FWD,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
335,Marco Pasalic,Croatia,CRO,l,FWD,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
383,Tomás Chory,Czechia,CZE,a,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
390,Lukás Cerv,Czechia,CZE,a,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
391,Vladimír Darida,Czechia,CZE,a,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
455,Mohanad Lasheen,Egypt,EGY,g,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
494,Dayot Upamecano,France,FRA,i,DEF,5.3,playing,5.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
523,Jonathan Tah,Germany,GER,e,DEF,5.3,playing,4.9,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
526,Nico Schlotterbeck,Germany,GER,e,DEF,5.3,playing,3.7,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
611,Alireza Jahanbakhsh,IR Iran,IRN,g,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
624,Omid Noorafkan,IR Iran,IRN,g,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
635,Amir Al Ammari,Iraq,IRQ,i,MID,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
636,Aimar Sher,Iraq,IRQ,i,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
646,Aymen Hussein,Iraq,IRQ,i,FWD,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
725,Cho Gue-Sung,Korea Republic,KOR,a,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
751,Alexis Vega,Mexico,MEX,a,FWD,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
752,Roberto Alvarado,Mexico,MEX,a,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
766,Oussama Targhalline,Morocco,MAR,c,MID,5.3,transferred,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
822,Ryan Thomas,New Zealand,NZL,g,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
866,Cristian Martínez,Panama,PAN,l,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
903,Ramón Sosa,Paraguay,PAR,d,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
917,João Cancelo,Portugal,POR,k,DEF,5.3,playing,7.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
948,Mohammed Waad,Qatar,QAT,b,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
959,Almoez Ali,Qatar,QAT,b,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
992,Feras Al Brikan,Saudi Arabia,KSA,h,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1114,Yasin Ayari,Sweden,SWE,f,MID,5.3,playing,0.4,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1164,Anis Ben Slimane,Tunisia,TUN,f,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1241,Agustín Canobbio,Uruguay,URU,h,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1242,Facundo Martínez,Uruguay,URU,h,FWD,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1287,Aziz G'aniev,Uzbekistan,UZB,k,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1288,Odiljon Hamrobekov,Uzbekistan,UZB,k,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1429,William Saliba,France,FRA,i,DEF,5.3,playing,16.5,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1475,Jesús Angulo,Mexico,MEX,a,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1494,Sarpreet Singh,New Zealand,NZL,g,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1508,Abdulaziz Hatem,Qatar,QAT,b,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1511,Mohammed Muntari,Qatar,QAT,b,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1533,Oumar Diakité,Côte d'Ivoire,CIV,e,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1589,Can Uzun,Türkiye,TUR,d,MID,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1692,Robert Morales,Paraguay,PAR,d,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1707,Iqraam Rayners,South Africa,RSA,a,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1959,Saleh Abu Al Shamat,Saudi Arabia,KSA,h,FWD,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1984,Elisha Owusu,Ghana,GHA,l,MID,5.3,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1986,Jordan Ayew,Ghana,GHA,l,FWD,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
2024,Abde Ezzalzouli,Morocco,MAR,c,FWD,5.3,playing,0.2,0.0,0.0,0.0,0.0,0,1,2026-05-27T18:49:27.873457+00:00,2026-05-31T03:31:14.988646+00:00
2033,Tyler Adams,USA,USA,d,MID,5.3,playing,0.2,0.0,0.0,0.0,0.0,0,1,2026-05-27T18:49:27.873457+00:00,2026-05-31T03:31:14.988646+00:00
2034,Haji Wright,USA,USA,d,FWD,5.3,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T18:49:27.873457+00:00,2026-05-31T03:31:14.988646+00:00
2044,Crysencio Summerville,Netherlands,NED,f,MID,5.3,playing,0.2,0.0,0.0,0.0,0.0,0,1,2026-05-29T16:49:14.638365+00:00,2026-05-31T03:31:14.988646+00:00
165,Marquinhos,Brazil,BRA,c,DEF,5.2,playing,5.4,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
186,Fabinho,Brazil,BRA,c,MID,5.2,playing,0.2,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
427,Kendry Páez,Ecuador,ECU,e,MID,5.2,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
429,Pedro Vite,Ecuador,ECU,e,MID,5.2,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
496,Lucas Hernández,France,FRA,i,DEF,5.2,playing,2.5,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1139,Ardon Jashari,Switzerland,SUI,b,MID,5.2,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1222,Facundo Pellistri,Uruguay,URU,h,MID,5.2,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1243,Agustín Álvarez,Uruguay,URU,h,FWD,5.2,playing,0.3,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1709,Reece James,England,ENG,l,DEF,5.2,playing,4.2,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1945,Bruno Caicedo,Ecuador,ECU,e,MID,5.2,playing,0.2,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1957,Nasser Al Dawsari,Saudi Arabia,KSA,h,MID,5.2,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1968,Jacob Shaffelburg,Canada,CAN,b,MID,5.2,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
2037,Jurriën Timber,Netherlands,NED,f,DEF,5.2,playing,2.3,0.0,0.0,0.0,0.0,0,1,2026-05-29T16:49:14.638365+00:00,2026-05-31T03:31:14.988646+00:00
68,Nestory Irankunda,Australia,AUS,d,FWD,5.1,playing,0.4,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
69,Martin Boyle,Australia,AUS,d,FWD,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
79,Alex Robertson,Australia,AUS,d,MID,5.1,transferred,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
149,Haris Tabakovic,Bosnia and Herzegovina,BIH,b,FWD,5.1,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
158,Ivan Sunjic,Bosnia and Herzegovina,BIH,b,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
159,Armin Gigovic,Bosnia and Herzegovina,BIH,b,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
160,Ivan Basic,Bosnia and Herzegovina,BIH,b,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
219,Laros Duarte,Cabo Verde,CPV,h,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
229,Liam Millar,Canada,CAN,b,FWD,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
241,Nathan Saliba,Canada,CAN,b,MID,5.1,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
293,Samuel Moutoussamy,Congo DR,COD,k,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
336,Petar Musa,Croatia,CRO,l,FWD,5.1,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
372,Juninho Bacuna,Curaçao,CUW,e,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
414,John Yeboah,Ecuador,ECU,e,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
461,Marc Guéhi,England,ENG,l,DEF,5.1,playing,8.6,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
482,Jordan Henderson,England,ENG,l,MID,5.1,playing,0.2,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
499,Malo Gusto,France,FRA,i,DEF,5.1,playing,0.5,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
509,N'Golo Kanté,France,FRA,i,MID,5.1,playing,0.9,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
596,Mohammad Ghorbani,IR Iran,IRN,g,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
633,Peter Gwargis,Iraq,IRQ,i,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
634,Kevin Yakob,Iraq,IRQ,i,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
684,Ritsu Doan,Japan,JPN,f,DEF,5.1,playing,0.7,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
797,Micky van de Ven,Netherlands,NED,f,DEF,5.1,playing,4.8,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
821,Joe Bell,New Zealand,NZL,g,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
843,Oscar Bobb,Norway,NOR,i,MID,5.1,playing,0.7,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
947,Assim Madibo,Qatar,QAT,b,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
978,Mohamed Kanno,Saudi Arabia,KSA,h,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
980,Abdullah Al Khaibari,Saudi Arabia,KSA,h,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1005,Billy Gilmour,Scotland,SCO,c,MID,5.1,playing,0.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1062,Yaya Sithole,South Africa,RSA,a,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1088,Marc Cucurella,Spain,ESP,h,DEF,5.1,playing,20.8,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1113,Lucas Bergvall,Sweden,SWE,f,MID,5.1,playing,0.5,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1285,Umarali Rakhmonaliev,Uzbekistan,UZB,k,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1286,Dostonbek Khamdamov,Uzbekistan,UZB,k,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1308,Sherzod Temirov,Uzbekistan,UZB,k,FWD,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1413,David Doudera,Czechia,CZE,a,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1471,Jordán Carrillo,Mexico,MEX,a,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1512,Sebastián Soria,Qatar,QAT,b,FWD,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1703,Lebohang Maboe,South Africa,RSA,a,MID,5.1,transferred,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1993,Brandon Thomas-Asante,Ghana,GHA,l,FWD,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
1994,Kamaldeen Sulemana,Ghana,GHA,l,FWD,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
2041,Marten de Roon,Netherlands,NED,f,MID,5.1,playing,0.0,0.0,0.0,0.0,0.0,0,1,2026-05-29T16:49:14.638365+00:00,2026-05-31T03:31:14.988646+00:00
45,Emiliano Martínez,Argentina,ARG,j,GK,5.0,playing,22.2,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
102,Carney Chukwuemeka,Austria,AUT,j,MID,5.0,playing,0.9,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
119,Axel Witsel,Belgium,BEL,g,MID,5.0,playing,0.9,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
182,Ederson,Brazil,BRA,c,GK,5.0,playing,4.1,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
183,Alisson Becker,Brazil,BRA,c,GK,5.0,playing,5.7,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
492,Theo Hernández,France,FRA,i,DEF,5.0,playing,3.3,0.0,0.0,0.0,0.0,0,1,2026-05-27T10:27:41.928730+00:00,2026-05-31T03:31:14.988646+00:00
